,TIME,CONTENT
217,2020-05-27 16:31:19,"

台積電決定前往美國亞利桑那州投入美金120億元打造最先進的晶圓廠，顯示出美國政府「去華為化」的決心越來越強烈之後，中國大陸廠商也將出手進行抵抗，將從晶片廠商進行挖角，希望能夠從自家生產晶片。

根據日本媒體《日經亞洲評論》報導，中國手機製造大廠OPPO，其實早在去年美國開始打擊華為之後，就希望加強自己生產晶片能力，根據消息指出，目前OPPO已經從主要供應商聯發科挖走幾位資深高階主管，並從紫光展銳（UNISOC）挖角數名工程師，將在上海組織一個經驗豐富的晶片研發團隊。

報導中指出，OPPO挖角的對象包含曾轉戰小米的前聯發科共同營運長朱尚祖（Jeffery Ju），還有一名曾參與5G手機晶片開發的高階主管，此外OPPO還不滿足，預計還會對高通及海思的人才伸出橄欖枝。

分析師指出，OPPO會希望能夠自家製造手機晶片，無非就是要降低對美國供應商的依賴，這樣才能在海外市場跟華為競爭，不過也有業內人士認為，自產晶片成本相當高，加上可能需要數年時間才能看出成果，因此需要一點耐心等待成果顯現。

更多 CTWANT 報導



(中時電子報)"
218,2020-05-19 10:17:10,"1.台積電(2330)：昨夜ADR強彈4.16%，不理外資昨倒貨賣超4.2萬餘張，今早一度漲至294元，挑戰5日線、季線。

2.聚亨(2022)：首季EPS -0.20元，較上季大幅改善，昨獲外資轉買超121張，今早股價漲近2.5%。

3.裕隆(2201)：首季終結連三季虧損、EPS 0.13元，三大法人昨逆勢掃貨買超5,584張，今早帶量續漲逾7%。

4.和泰車(2207)：首季獲利創高，昨外資止步連4日賣超、轉買超59張，今早放量彈升逾4.5%，躍過季線。

5.榮成(1909)：昨三大法人逆勢轉買超245張，今早人氣升溫、股價漲約2.5%，挑戰月線。

6.聯發科(2454)：華為去美化，可望受惠，加上手機晶片發布飄香，早盤續帶量漲逾4.5%。

7.台灣高鐵(2633)：台灣疫情趨緩，外資賣超縮減、內資相挺，股價走揚逾3%。

8.台塑(1301)：陸政策加持，以及外資喊買進、調高價至97元，晨盤上漲逾2%。

9.瑞昱(2379)：美擴大圍堵華為，營運受惠可期，早盤上攻逾5%。

10.台塑化(6505)：外資喊買進、目標價大幅上調至113元，股價衝漲逾5%，登4個月高價。

11.嘉澤(3533)：大啖遠端商機，Q2拚續強，早盤上漲逾1%，再寫新高價。

12.國巨(2327)：股價未再破底，大盤轉強抵銷法人賣超利空，今早走高3%，觸及380元。

13.雙鴻(3324)：三星及Nvidia助攻，下半年業績進補，外資開始買超，今早攻高1%以上。

14.南僑(1702)：夏季飲料商機支持股價走穩，今早攻漲2%。

15.中磊(5388)：5G小基地台助攻，營運走出谷底，股價穩中透堅，走高2%。

16.愛山林(2540)：520檔期將推案650億，今日繼續量增價揚，攻高半根漲停板。

17.技嘉(2376)：Q1三率三升，NVIDIA新品加持，早盤放量漲逾2%，登波段新高。

18.廣達(2382)：防疫當道，伺服器NB業務有撐，早盤漲近4%，登近1年新高。

19.華碩(2357)：旗下ROG玩家共和國推新品，早盤聞訊漲逾3%。

20.拓凱(4536)：擺脫疫情，Q2營收拚季增1成，早盤一度觸及漲停。

21.聚陽(1477)：Q3看好回彈行情，三大法人連2日買超，早盤漲逾3%。

22.桂盟(5306)：國際提倡防疫，自行車、電動車銷量看增，早盤放量觸及漲停。

23.安鈦克(6276)：Q1淨利增9.5倍、EPS 0.57元，早盤勁揚逾6%。

24.台達化(1309)：Q1獲利名列集團第二，今日多頭湧入，爆量觸及漲停。

25.聚和(6509)：Q1獲利年增逾倍，EPS 0.46元，昨外資回頭買超，今早爆量衝上漲停。




(時報資訊)"
219,2020-06-02 13:58:13,"有外電報導，華為面對美國持續下重手的禁售令，研擬通過聯發科(2454)採購台積電(2330)生產的半導體，藉此解決缺料之苦，惟此說法遭到聯發科嚴正駁斥，並上公開資訊觀測站澄清，強調公司遵循相關全球貿易法令規定，也呈報相關主管機關，保留法律追訴權。

此事件為外電日經濟新聞於5月27日、6月1日報導有關華為擬規避制裁透過聯發科採購台積電晶片，聯發科對此大聲量駁斥，此報導非事實。

聯發科認為，在相關錯誤報導中，以「走後門」、「迂迴採購、代購」、「規避法令」、「採購量多三倍」等用語影射公司，誤導投資人及社會大眾，祭出嚴正駁斥。



聯發科也強調，公司一向遵循相關全球貿易法令規定，同時公司手機產品均為標準品，並無任何為特定客戶特製之情事，相關錯誤報導已嚴重影響公司，已呈報相關主管機關，保留法律追訴權。




(時報資訊)"
220,2020-06-08 09:06:08,"美國勞工部上週五公布最新就業數據，5月非農就業人數新增250.9萬人，失業率也自14.7%降至13.3%，遠優於市場預期，在經濟復甦腳步可能更快的利多激勵下，終場美股四大指數漲幅介於+2.06%~+3.15%；波音+11.46%；摩根大通+4.50%；蘋果+2.85%；美光+4.88%；台積電ADR+1.69%。



上週四美股漲跌互見，上週五台股以上漲24.78點的11418.01點開出後，在台積電穩步上漲之下指數震盪盤堅，加上解封受惠股輪流表現下，加權指數終場以上漲86.17點的11479.40點作收，漲幅0.76%，成交金額1800.94億元。



三大法人合計買超88.76億元，外資買超70.77億元、投信買超8.16億元、自營商買超9.83億元。



櫃買指數上漲0.87%，收在153.39點，再創本波反彈的收盤新高，本波櫃買指數沿5日線上漲，未跌破5日線前短多續強。支撐約150.97點附近，壓力為154.92點附近。



近期加權指數沿3日線上漲，且短天期均線出現鴨嘴向上的波段上漲訊號，在KD未出現死亡交叉，或5日未走平下彎前，偏多操作為宜。
(時報資訊)"
221,2020-06-05 23:56:00,"大陸晶圓代工龍頭中芯國際日前宣布回歸A股，將在上海證交所科創板上市，並募集200億人民幣（約台幣840億元）資金，中芯在招股書中除了暗示無法供貨給華為外，還透露自家製程技術落後競爭對手台積電2~3個世代。



綜合陸媒報導，從發展周期來看，2011年，台積電28奈米技術節點實現量產，當時中芯還處於40奈米技術，當中芯用4年時間追趕台積電步伐時，台積電已實現16奈米量產，並向10奈米邁進，如今已實現7奈米量產，但中芯國際還處於14奈米技術水準，落後台積電2~3個世代。



中芯招股書中只揭露28奈米、14奈米FinFET、第二代FinFET的N+1這3個製程技術，但業界透露，中芯研發團隊已朝新一代N+2技術轉移，推估中芯在先進製程布局上，真正的秘密武器可能會是N+2技術，或許是最接近台積電正在量產的7奈米製程，因此對於該製程世代的研發保持低調。



中芯還提到，14奈米FinFET參與研發的總人數約100 人，發展到第二代FinFET的N+1製程世代，研發團隊已擴編至300人規模。報導引述業內高層的看法，若一個先進製程的開發團隊約300 人，這數量還是偏少，像台積電開發一個全新的製程世代，通常分好幾組人同時進行，每組約500人左右，依此推估台積電投入一個製程技術的開發，研發團隊至少超過千人。



至於研發費用和營收占比，中芯占比22%為全球所有晶圓代工廠最高，反觀台積電占比只有9%，歸因於台積電規模龐大，過去大力投資研發，才有今天地位，由於中芯與台積電的營收差距太大，未來追趕先進製程進度將面臨更大挑戰，也是此次中芯上市募資的重要原因之一。
(中時電子報)"
222,2020-06-05 19:33:23,"由於美國對華為實施了新的貿易制裁，台積電2020年的業務表現面臨越來越多的不確定性，由此引發了市場猜測，這家代工巨頭是否會下調其2020年甚至是2021年的資本支出。



據電子時報報導，在今年4月的投資者大會上，台積電重申，儘管爆發新冠疫情，但其2020年資本支出仍將維持在150億-160億美元的創紀錄水平。但由於美國在5月中旬宣佈了一項將於9月份生效的新限制，禁止在全球範圍內使用美國製造的機器或提供的軟件來為華為及其關聯公司設計或製造晶片，業界很快有推測稱台積電將失去這一重量級客戶，並且其2020-2021年的盈利目標將很難達到預期。



華為現在是台積電的第二大客戶，為其貢獻了14%的營收份額，雙方已經完成了7奈米、5奈米甚至是3奈米製程的產能規劃和量產計劃的談判。業內消息人士稱，如果華為的產能承諾無法兌現，台積電的收入和利潤以及先進製造節點和產能擴張計劃的進展都將受到嚴重影響。



不少市場研究機構援引設備供應鏈的消息稱，台積電已經推遲了其3奈米、5奈米和7奈米製程設備的採購訂單，並且他們預期台積電將把2020年的資本支出削減15億-25億美元，並將2021年的資本支出進一步削減至125億美元。



但是一些設備製造商認為，隨著三星電子和中芯國際正積極擴大對先進製造節點的投資，台積電將不會不計後果地放緩投資勢頭，這對於繼續領先另外兩家競爭對手來說是一個冒險舉動。



關於台積電會否削減2020年甚至2021年資本支出的不同看法，可能將在7月中旬該公司的下一次投資者會議上得到官方回應。



目前，台積電的主要設備供應商大多來自於美國、歐洲和日本，包括Applied Materials、ASML、Lam Research、Tokyo Electron和KLA-Tencor，這些公司的業務表現和業績指引最能反映台積電是否已放緩採購或減少訂單。



但是，台積電設備供應鏈的台灣製造商都表示，台積電沒有延遲或取消採購。



作為ASML EUV模組的合同生產合作夥伴，Marktech International手中至少有超過200億新台幣的訂單，創下了歷史新高，其2020年利潤預計將達到十年新高，這主要得益於台積電在6奈米、5奈米和3奈米製程方面的加速發展。



富士康旗下子公司Foxsemicon Integrated Technology目前是Applied Materials的一個代工製造商，該公司直到10月份都會持續向台積電、英特爾和三星的出貨訂單。該公司預計，在第一季度實現強勁業績表現後，其2020年第二季度的收入將環比增長15%。



此外，負責台積電在台灣新工廠的潔淨室工程、機電工程和設備安裝項目的United Integrated Services，已經獲得了2020-2021年期間價值500億-550億元的訂單合同。間價值500億-550億新台幣的訂單合同。
(中時電子報)"
223,2020-05-21 04:10:00,"參院民主黨議員周二要求川普政府，就台積電斥資120億美元在美設廠一案所涉及的「嚴肅問題」提出說明，包括可能的國家安全疑慮與未揭露的補貼。

身為全球晶圓代工龍頭的台積電是蘋果等美國科技大廠的供應商，上周宣布赴美設廠的重大投資計劃，總投資規模高達120億美元，預計2021年動工，2024年完工。

川普政府將此一投資案視為重大招商成績單，商務部長羅斯（Wilbur Ross）誇稱此案象徵川普總統所推動的「美國製造業復興」的成果。

參院民主黨黨團高層舒默（Chuck Schumer）與兩名同黨議員李希（Patrick Leahy）和瑞德（Jack Reed）周二發函給羅斯與國防部長艾斯培（Mark Esper），宣稱對於政府爭取廠商在美國境內設立半導體廠努力，他們絕對是「強力的支持」。

但這三名議員也呼籲應該提高透明度，並要求政府也該考慮「已在美國建立可觀業務的企業」，像是美光（Micron）、格羅方德（GlobalFoundries）與Cree等科技大廠。

針對台積電設廠一案，信中提到，「此案有無涉及國安規定，以及如何與建立美國半導體製造供應鏈多元化的整體策略保持一致，我們都存有很大的疑慮。」

議員進一步強調，「我們要求政府停止任何此案的談判或討論，直到相關單位向有關授權和撥款委員會就計畫的內容提出說明，包括對資金、稅負優惠、許可證或其他獎勵措施，所做出的任何承諾。」

美國商務部、國防部與台積電都未能立即就此發表評論。同為大陸電信巨頭華為主要供應商的台積電，如今已發現捲入華府與北京的全球科技大戰的戰火中。

美國政府去年以國安為由將華為列為封殺的黑名單，禁止全球廠商供應晶片給華為，台積電可能因此受到衝擊。根據路透報導，美國政府多年來一直與台積電協商，希望能在美國投資設廠。"
224,2020-05-15 21:16:58,"美國商務部宣布周五(15日)宣布，再度延長華為臨時許可證90 天，直至8 月 13 日前美國企業仍可以與華為展開業務往來，並提到這次是最後一次延長臨時許可。



據路透報導，川普政府正在修改一項出口規則，藉以限制華為採購美國企業半導體技術及產品。報導提到，華為禁令再度緊縮，將導致海外企業出口華為旗下海思半導體無法繼續向美企進口，大陸官媒《環球時報》總編胡錫進就在推特警告，這可能導致台灣的晶圓代工龍頭台積電業績出現變化，蘋果、思科以及高通可能遭到北京當局進一步行動制裁。



美國商務部一再展延臨時許可證，就是讓美國農村電信營運商有時間將華為設備換掉，使用符合美國政府規定的電信設備。



美國商務部長羅斯 (Wilbur Ross)表示，為了防止美國技術外流以及國安保護，還有外交利益問題，儘管去年華為已經被美國商務部列入實體清單，華為持續擴大行動，破壞美國國安規定，因此必須限制華為與海思跟美企的業務往來。
(中時電子報)"
225,2020-06-03 10:51:08,"美股持續上揚，台股繼突破半年線後，今日由電子主攻，金融及傳產股合力助攻，台股開高走高，量價齊揚，大漲逾百點站回11200點之上，最高漲逾150點攻上11277點。目前加權指數已站上所有均線，今早新台幣兌美元持續升值，資金行情有機會持續力挺台股。

美國投資人樂觀預期放寬封鎖措施與經濟復甦跡象，周二美股尾盤拉升，三大指數均收高。周二收盤，道瓊工業指數漲267.63點或1.05%，為25,742.65點。標普500指數漲25.09點或0.82%，為3,080.82點。那斯達克指數漲56.33點或0.59%，為9,608.38點。



儘管美國大規模抗議活動持續，投資人預期下半年經濟可望復甦。加上OPEC+有望延長減產的預期，油價飆升，激勵能源股。周二美股續漲，台積電ADR上漲1.92%。

台積電(2330)獲外資連二日買超，台積電今早跳空開高站上300元，股王大立光(3008)同步開高，加上近期獲外資買超的鴻海(2317)以及TFT面板的友達(2409)、群創(3481)帶量強攻，加上蘋概股聯袂走揚，台股開高走高，一舉越過11200點，創下3月9日以來新高，部分回補3月9日留下的空方缺口，上檔醞釀挑戰3月6日的收盤價11321點。

今日除了台積電等大型電股權值股上攻，金融的中信金(2891)等亦強攻，傳產的和泰車(2207)續領軍汽車股，以及台塑(1301)四寶及中鋼(2002)等原物料股全數上揚，帶動台股指數攻高。

本周台股持續上攻，台股昨天收在11127.93點，上漲48.91點，成交值1791.95億元。三大法人合計買超46.47億元，其中外資及陸資買超17.28億元，為連續第二天買超。

今日新台幣續強勢，新台幣兌美元升破30元關卡，台股站穩11100點之上，也有機會再受到資金青睞。




(時報資訊)"
226,2020-06-08 15:23:13,"解禁日，外資大方獻禮買超95億元、三大法人買超108億元。美經濟數據報喜、紐約今重啟經濟，加上美中貿易沒有提出新的制裁或新關稅，激勵美股上周五強勢攻高，亞股今日也漲聲一片。而台灣今日進入解禁首日，集中市場由大立光(3008)、聯電(2303)、台積電(2330)、京元電(2449)、面板雙虎等各擁題材攜手強攻慶歡，拉抬指數一度衝上11631.89點，惟技嘉(2376)、松翰(5471)、茂林-KY(4935)等高檔調節賣壓增強，多頭上攻受阻，多空於11600城門下激戰，尾盤買單再拉抬台積電、鴻海、面板雙虎、彩晶(6116)等，終場集中市場收11610.32點，上漲130.92點，總成交值放大至2025.08億元。



今日外資連續第六個交日加碼、買超擴大至95.3824億元，投信連10日加碼、再買超16.428億元，自營商則轉賣超3.1094億元，總計三大法人買超108.7億元。上周三大法人合計買超670.34億元，包括外資買超463.42億元、投信買超67.36億元、自營商買超139.55億元；而八大公股行庫則總計賣超73.73億元，終止連四周買超。統計6月以來外資買超558.81億元，今年以來賣超6068.38億元。

盤面上，上周外資大舉回補台股463.36億元，但官股券商則逢高調節賣超73.75億元，整體持續對作，但仍逆勢加碼特定個股，篩選上周外資及官股券商聯手買超、且各買超2千萬元以上個股計有14檔，今日多數個股仍持續走強，包括大學光(3218)漲停、儒鴻(1476)漲7%、裕隆(2201)漲4%、愛普(6531)漲4%，其餘玉晶光(3406)、瑞昱(2379)、台泥(1101)、豐泰(910)、華新(1605)、光寶科(2301)、台灣高鐵(2633)、元大金(2885)等則續漲0.5%~3.5%不等，惟精華(1565)、長興(1717)賣壓較重收黑。

分析師指出，外資上周才開始回補，後續若蘋果供應鏈、台塑四寶等大型權值股有所表現，短線可先看1月30日的起跌高點11933點，後續則有機會挑戰超越12197點的今年新高。本周觀盤重點在台積電、大立光等大廠法說會釋出的展望，以及領先指標的美股後續表現、台股籌碼動向，尤其是外資的操作。族群方面，留意5月營收、三倍券概念，以及季底作帳等相關族群表現。




(時報資訊)"
227,2020-05-22 11:25:38,"美中關係持續惡化，加上新一周請領失業救濟金人數再破200萬人，美股四大指數全數收黑，亞股亦跟跌走弱，港股跌幅一度近900點，主要還是中國人大擬定「香港國安法」，川普政府喊話計畫擬法案祭強力制裁，國際局勢增添不確定風險，台股今開盤跌30.76點，報在10977.55點，電子權值股壓盤下，指數開低震盪走低，跌幅逾160點之多，摔下10900點大關，最低來到10834點，現階段國際局勢震盪加劇，台股賣壓轉強，短線恐陷入震盪。



權值股今成為台股主要壓力，股王大立光(3008)開低走低，下跌逾2%，股價最低達3830元，台積電(2330)開低失守月線，盤中更陷入5日線攻防，跌幅逾1.5%，鴻海(2317)開低震盪下挫逾0.5%，目前股價持續糾結在5日線附近。

美國總統川普盤中再發推特，指出美國死於新冠肺炎疫情人數高達9.5萬人，未來三天將降半旗哀悼亡者，也使得美中關係更趨緊繃，最新外電消息指出，美國防堵華為不排除持續擴大牽制，切斷全球對華為晶片供應新規裡的漏洞，使得原先看好的IC設計廠轉單效應恐落空，今以聯發科(2454)為首，下挫逾3.5%，立積(4968)跌幅逾2.5%，瑞昱(2379)、聯詠(3034)也走跌1.5%~2%。

今日各大類股指數幾乎全數走跌，僅生醫族群逆勢撐紅，盤面以題材股支撐為主，生技股今轉強，康那香(9919)漲停鎖住，美德醫(9103)、毛寶(1732)、寶齡富錦(1760)、合一(4743)盤中衝上漲停，高端疫苗(6547)大漲逾7.5%、中化生(1762)上漲6%、國光(4142)亦上漲5.5%。

分析師表示，國際局勢震盪加劇，除美國、大陸關係持續惡化外，中國人大會正在進行中，各界關注「香港國安法」，川普也率先喊出，不會置身事外，也恐延伸後續不確定因素，目前台股指數攻抵區間上緣，似有突破年線持續向上態勢，短線上或機會續攻半年線，觀察月初至今走勢，維持在10650-11000點呈現區間震盪格局，在操作上，建議持股續抱無須急著獲利了結，若往下跌破10日線，表示賣壓轉強，多單應獲利了結出場。




(時報資訊)"
228,2020-06-02 04:10:00,"中美貿易戰持續升溫，新冠肺炎疫情又影響全球商務旅行及人員流動，地緣政治下的半導體投資，已經不是只由個別企業單方向的獲利與否的思考而已，半導體技術及產能成為國際政治的籌碼，過去幾年備受業界及歐美各國質疑的政府補貼，似乎可能會在未來幾年變成常態。

過去幾年，中國官方成立大基金補貼當地半導體廠，對於中國企業海外併購半導體廠給予資金補助，但這對一直以來自食其力的美國、韓國、日本、歐洲、台灣等地半導體廠來說，的確是一場不平等的戰爭。

這場不平等的戰爭，在今年5月中旬進入新的戰局。就在晶圓代工龍頭台積電在5月15日宣布將在美國亞利桑那州投資設立5奈米晶圓廠後，美國當日宣布提高對中國華為的技術管制，禁止華為海思利用美國軟體及半導體設備生產晶片。半導體產業進入了一個新的競爭態勢，在地緣政治的相互角力下，成為中美貿易戰後半場的主角，而政府給予自己國家半導體廠投資補助或補貼，已變成合情合理的事。

這段時間以來，大陸對於當地最大晶圓代工廠中芯國際子公司中芯南方增資22.5億美元，而中芯國際近期亦將在上海A股科創版掛牌上市，勢必會大量吸納大陸本土資金。若加上中芯國際原本就享有水電費及其它補助，中芯國際當然有足夠的錢去投資研發新技術及擴產。

而面對中國對半導體產業用力砸錢，美國半導體產業協會（SIA）也展開政治遊說，呼籲美國聯邦政府提撥370億美元，吸引半導體廠在美國設廠及技術研發，維持美國的技術領先地位。

業界認為，這項政府補助設廠案幾乎是為英特爾量身打造，提案一旦獲得通過，英特爾將在美國設立可提供7奈米及5奈米的晶圓廠並提供晶圓代工服務。

包括台灣、日本、韓國、歐盟等現在仍未有明確半導體廠投資或補助計畫，但三星已宣布韓國平澤二廠大投資案，若韓國政府要給予補助，想來中美兩國不會有意見。

台積電現在仍自力自強，台灣政府也該好好想想在此一競爭態勢下，應該要給予台積電新的投資優惠抵減或補助，如此才能提高台積電在國際競賽中的競爭力。總體來看，未來幾年地緣政治將持續干擾半導體產業，當局者一定要想辦法維持自己國內半導體產業優勢，才能在這個新競局中占有一席之地。"
229,2020-06-08 18:28:56,"倫元投顧分析師陳學進表示，台股8日開高走高，終場上漲130.92點作收，漲幅1.14％，收在11,610.32點，成功再創波段新高，櫃買指數同步收紅，終場走揚1.23點，漲幅0.8％，以154.62點作收。三大法人方面，外資續買95.38億元，投信續買16.43億元，自營商轉賣3.11億元，惟外資於台指期貨市場上反手賣超2,906口多單，累計淨多單部位為37,129口，心態呈現謹慎中性偏多。

雖然從8,523點反彈至11,631點為止，足足大漲3,108點，但多頭攻勢並未因漲多受阻，主因除陸廠全面復工、全球解封及各國政府持續端出牛肉政策外，全球經濟可望重返成長軌道也有助於股市持續向上挺進，譬如美國5月非農就業人數新增251萬人，大幅優於市場預期，帶動美股四大指數5日聯袂走強，費半指數與蘋果股價更雙雙改寫歷年新高。

此外，今年以來外資賣超台股金額高達6,069億元，但隨疫情趨緩、歐美解封、經濟回穩後，6月始見外資認錯回補，在盤面存有非常大的加碼空間下，不排除台股將維持看回不回驚驚漲的格局不變。

個股方面，本周納入投資組合的光洋科，與代工龍頭台積電合作，打造在地綠色供應鏈，配合趨勢處在多方架構，以及內資法人心態偏多不變，只要量價不失控，預期後市仍有大漲再創新高的機會。

至於美國擴大封殺華為後，市場擔憂可能會對台積電下半年營收帶來衝擊，所幸近期傳出超微的高階繪圖晶片（GPU）提前下單，本月開始投片，幾乎補足海思騰出的產能，加上蘋果新機拉貨效應啟動，後市營運備受期待，也使9日的股東會格外受到矚目。

操作方面，部分漲幅已高或是前景展望不佳的公司，並不建議多作著墨外，隨解封行情展開，盤面許多低基期、前景展望佳、具成長潛力的個股，仍值得多加留意，在多頭趨勢不變前，順勢操作以「多」為主不變。
(工商 )"
230,2020-05-29 04:10:00,"MSCI明晟29日台股盤後調降權重生效，預期如往常台股將盤中震盪，最後一盤爆量，指數上演神龍甩尾戲碼。展望6月，法人認為6月台股、台積電季線將翻揚助漲，本波護盤神手的內資將順勢拉抬績效作帳到季底。

台股28日開小高盤一度企圖挑戰半年線，惟大陸人大通過「香港國安法」的利空衝擊，終場下跌70.47點，跌幅0.64％，收在10,944.19點，成交量1,730.84億元，年線及萬一再度失守。

康和證券投資總監廖繼弘認為，6月台股將有四個轉折觀察重點，若能一一攻克，台股漲勢將會相當強勁。

第一、台積電及台股季線在6月扣抵低值，季線將翻揚助漲，有利於行情持續。第二、四度站上年線的台股，29日再度失守，顯見年線的反壓沉重，年線必須有效站穩三個交易日。第三、台股9周KD值及9月KD值能否站上80以上及黃金交叉。第四、收復台股2月3日低點11,138低點。

面對台股29日的波動，外資調節台股72.56億元，連二買超後轉賣超，內資投信依舊愛台股，29日買超6.47億元，光是5月投信買超89.38億元，創下連三個月買超佳績，合計三個月買超384億元。

根據資料顯示，3月以來投信買超台股前10大分別是台積電、臻鼎-KY、瑞昱、聯發科、華通、台光電、力成、廣達、台泥、微星等個股。

另統計，八大公股行庫今年以來買超台股1,323億元，投信、政府等內資攜手齊力護盤台股最夠力。

德信證券自營部副總吳文彬表示，內資團結作多台股，預料行情將延續至6月季底績效結算日前，一整個月內資作帳行情可期；短期雜音雖多但基於台股技術面多頭、資金行情、各國解封等利多，建議擇優逢低布局。"
231,2020-05-14 15:45:00,"全球晶圓代工龍頭台積電4月合併營收960.02億元，意外跌破千億元大關，月減15.4%、年增28.5%，前4月累計合併營收達4,065.99億元、年增38.6%，顯見5G建置、高效能運算(HPC)相關產品業務成長也無法抵銷疫情影響。不過，台積電持續布局先進製程，核准57億400萬美元（約1,682億6,820萬元新台幣）。



雖然台積電4月合併營收跌破千億元大關，但法人認為4月疫情影響將逐漸消散，5、6月營運業績可望回溫。



台積電董事會12日決議，今年第一季現金股利為2.5元，10月15日發放，9月17日為除息日。此外，台積電在美國紐約證券交易所上市之美國存託憑證(台積電ADR)除息交易日亦為今年9月17日，與普通股一致。



台積電董事會也宣布，核准資本預算約美金57億400萬元，用於廠房興建及廠務設施工程、建置及升級先進製程產能、建置特殊製程產能以及今年第三季研發資本預算與經常性資本預算。此外，核准資本預算美金約6,475萬元（約新台幣19億1,006萬元），以支應2020年下半年之資本化租賃資產。



台積電也將在國內市場募集無擔保普通公司債，以支應產能擴充及/或污染防治相關支出之資金需求，資金額度不超過新台幣600億元（約美金20億元）；並核准擢昇本公司研究發展組織技術發展副總經理侯永清博士為資深副總經理。


(中時電子報)"
232,2020-06-04 10:17:07,"1.南亞科(2408)：自營商連日擴大買超，昨外資也轉買超4335張，加上美光昨夜股價漲4.49%，帶動今早股價續彈約2.5%。

2.聯電(2303)：預估Q2營運穩健，外資連七日買超計86,198張，今日股價衝上16.6元，為2月14日來波段新高。

3.台積電(2330)：昨三大法人聯手買超19499張、股價突破300關，加上昨夜ADR漲2.02%，拉抬今早股價續漲至306元。

4.鈊象(3293)：5月營收6.82億元創新高，月增15.01%、年增74%，雖土洋持續對作，但早盤股價成功突破600關、衝上615元。

5.晟德(4123)：投資新藥報捷，獲利大進補，不理昨外資大舉調節賣超1900張，今開盤約45分鐘成交量即突破三萬大張，股價再攻漲停。

6.聚隆(1466)：列警示股公布4月每股虧損0.1元，且外資昨賣超，但仍擋不住口罩解禁題材多頭，今早噴量漲停。

7.台玻(1802)：昨外資、自營商聯手買超1372張，今早人氣爆發，助攻股價突破面額，觸及漲停10.35元，為2月25日來波段新高。

8.譜瑞-KY(4966)：筆電需求暢旺，上月營收創新高，Q2業績衝鋒，早盤反彈上漲逾3.5%。

9.立積(4968)：5月營收登頂，6月營運可望再寫新高，股價走揚近3%。

10.世芯-KY(3661)：去美化效應續發酵，基本面亦佳，晨盤續漲8%，再衝波段新高價。

11.台半(5425)：車市補貼計畫助力車用零組件，投信大力相挺，早盤續漲逾4%。

12.凌巨(8105)：面板市場逐步回穩，外資再度回頭買超，人氣捧高，股價上揚逾3%，一度重返10元關卡之波段新高價。

13.鴻海(2317)：外資買超4日，合計逾3.1萬張，股價持續反彈，將挑戰78元上方壓力區。

14.楠梓電(2316)：醫療應用出貨增，營運闢新局，多方仰角攻上漲停。

15.信邦(3023)：5月、前5月營收齊創高，一早即站上160元，寫新天價。

16.耕興(6146)：5月營收報新高佳音+5G測試訂單增量，拉高半根漲停板，創6個月來新高。

17.友訊(2332)：李中旺董事長案拍板定案，股價突破泥沼，大漲逾5%。

18.和康生(1783)：關節內注射劑獲馬國上市許可證，外資昨擴大買超，早盤高掛漲停。

19.智伸科(4551)：補貼助車市，需求回溫，早盤漲近7%。

20.系微(6231)：4月EPS 0.67元勝Q1，打進英特爾5G基地台供應鏈，早盤一度觸及漲停。

21.緯軟(4953)：陸營運據點100%復工，Q2需求升溫，早盤放量漲逾3%，創波段新高。

22.華孚(6235)：5月EPS3.64元，廠房處份利益估6.48億元，早盤漲逾3%，登1年來新高。




(時報資訊)"
