id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1253092361833287680,Wed Apr 22 22:44:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""U.S. shares higher at close of trade; Dow Jones Industrial Average up 1.99%""

https://t.co/RixtEFAWgq",`` U.S. shares higher close trade Dow Jones Industrial Average 1.99 '' https //t.co/RixtEFAWgq,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,0,0,nawapon10,False,,,Bangkok,
1253082979930378241,Wed Apr 22 22:07:18 +0000 2020,"<a href=""http://www.google.com"" rel=""nofollow"">Wall St Solver Auto-Tweeter</a>","The Dow Rose 457 Points Because Oil Came Back

📰 » https://t.co/kLaHQA4tpP https://t.co/aUntBoXdRx",The Dow Rose 457 Points Because Oil Came Back 📰 » https //t.co/kLaHQA4tpP https //t.co/aUntBoXdRx,"Sentiment(polarity=0.3, subjectivity=0.475)",0.3,0.475,en,0,0,wallstsolver,False,,,,
1253074381208780801,Wed Apr 22 21:33:08 +0000 2020,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",U.S. stocks rebounded Wednesday after two consecutive days of losses driven by tumbling oil prices. West Texas Intermediate and Brent futures both surged. https://t.co/Gi0KG5E6vG,U.S. stocks rebounded Wednesday two consecutive days losses driven tumbling oil prices West Texas Intermediate Brent futures surged https //t.co/Gi0KG5E6vG,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,7,4,barronsonline,False,,,"New York, NY",
1253074178342871041,Wed Apr 22 21:32:19 +0000 2020,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",U.S. shares higher at close of trade; Dow Jones Industrial Average up 1.99% https://t.co/YuWu7ZIJBW,U.S. shares higher close trade Dow Jones Industrial Average 1.99 https //t.co/YuWu7ZIJBW,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,0,0,ValenzuelaPost,False,,,"Toronto, Ontario",
1253073626313773057,Wed Apr 22 21:30:08 +0000 2020,"<a href=""http://www.forexpros.com/twitter_desc.php"" rel=""nofollow"">FP News Publisher - COM</a>",U.S. #stocks higher at close of trade; Dow Jones Industrial Average up 1.99% - https://t.co/0P5HEWNXdc,U.S. stocks higher close trade Dow Jones Industrial Average 1.99 https //t.co/0P5HEWNXdc,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,0,1,newsinvesting,False,stocks,,Global,
1253072479024799745,Wed Apr 22 21:25:34 +0000 2020,"<a href=""http://www.investing.com"" rel=""nofollow"">ForexPros News & Analysis</a>",U.S. stocks higher at close of trade; Dow Jones Industrial Average up 1.99% - https://t.co/1JwRc2x686,U.S. stocks higher close trade Dow Jones Industrial Average 1.99 https //t.co/1JwRc2x686,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,0,0,InvestingStockz,False,,,Worldwide,
1253068721448517637,Wed Apr 22 21:10:38 +0000 2020,"<a href=""http://www.google.com"" rel=""nofollow"">StockTrackerBot</a>","SPDR Dow Jones Industrial Average ETF (DIA) information for2020-04-22:
Opening: 234.4000
Closing: 234.6800
High: 236.2700
Low: 233.3900",SPDR Dow Jones Industrial Average ETF DIA information for2020-04-22 Opening 234.4000 Closing 234.6800 High 236.2700 Low 233.3900,"Sentiment(polarity=0.003333333333333336, subjectivity=0.41333333333333333)",0.003333333333333336,0.41333333333333333,en,0,0,MarketsTracker,,,,,
1253058499715760129,Wed Apr 22 20:30:01 +0000 2020,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Dow drops more than 1,200 points in two days amid oil market turmoil - seandotpolitics: The Dow Jones Industrial Average plunged more than 1,200 points, or 5 percent, in the first two days of trading this week amid turmoil in energy markets.... https://t.co/VTPDmcy7lL","Dow drops 1,200 points two days amid oil market turmoil seandotpolitics The Dow Jones Industrial Average plunged 1,200 points 5 percent first two days trading week amid turmoil energy markets ... https //t.co/VTPDmcy7lL","Sentiment(polarity=0.05, subjectivity=0.36666666666666664)",0.05,0.36666666666666664,en,0,0,DustinHapli,False,,,"Tampa, Florida",
1253055469435916288,Wed Apr 22 20:17:59 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The Dow Jones Industrial Average jumped 456.94 points, or nearly 2%, to 23,475.82. The S&amp;P 500 climbed 2.3% to 2,799.31 while the Nasdaq Composite advanced 2.8%. to 8,495.38 The major averages reached their session highs in the final minutes of trading.. https://t.co/PHuvdCiXxN","The Dow Jones Industrial Average jumped 456.94 points nearly 2 23,475.82 The S amp P 500 climbed 2.3 2,799.31 Nasdaq Composite advanced 2.8 8,495.38 The major averages reached session highs final minutes trading.. https //t.co/PHuvdCiXxN","Sentiment(polarity=0.0825, subjectivity=0.58)",0.0825,0.58,en,0,0,ubiquitymme,False,,,USA,
1253055076937023488,Wed Apr 22 20:16:25 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Dow Jones Industrial Average experienced solid gains of 457 points. Leading the pack was Apple, McDonald's, and Visa. Markets are still skeptical with volatile oil prices, coronavirus scares, and unemployment claims fiasco. https://t.co/4BCbFATtex",The Dow Jones Industrial Average experienced solid gains 457 points Leading pack Apple McDonald 's Visa Markets still skeptical volatile oil prices coronavirus scares unemployment claims fiasco https //t.co/4BCbFATtex,"Sentiment(polarity=0.037500000000000006, subjectivity=0.47500000000000003)",0.037500000000000006,0.47500000000000003,en,0,0,Bidnezz,False,,,San Francisco,
1253054717476757505,Wed Apr 22 20:14:59 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dow Finishes Up 450 Points, or 2%, as Oil Prices Recover https://t.co/8OBpf8LOZG",Dow Finishes Up 450 Points 2 Oil Prices Recover https //t.co/8OBpf8LOZG,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,arianaviases,False,,,"Edmonton, Alberta, Canada",
1253051504321314817,Wed Apr 22 20:02:13 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DJIA | Dow Jones Industrial Average | MarketWatch

Excellent day at Wall Street.

Thanks.

Sam

Houston 

 https://t.co/fhVxSMMeAg",DJIA Dow Jones Industrial Average MarketWatch Excellent day Wall Street Thanks Sam Houston https //t.co/fhVxSMMeAg,"Sentiment(polarity=0.35000000000000003, subjectivity=0.5333333333333333)",0.35000000000000003,0.5333333333333333,en,0,0,SamRupani2,False,,,,
1252997655111831553,Wed Apr 22 16:28:15 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","he S&amp;P 500 Index climbed 2.1% to 2,794.34. The Dow Jones Industrial Average rose 2% to 23,471.60.
The Nasdaq Composite Index increased 2.4% to 8,458.08. The MSCI All-Country World Index gained 1.7% to 468.58.","S amp P 500 Index climbed 2.1 2,794.34 The Dow Jones Industrial Average rose 2 23,471.60 The Nasdaq Composite Index increased 2.4 8,458.08 The MSCI All-Country World Index gained 1.7 468.58","Sentiment(polarity=0.22499999999999998, subjectivity=0.6749999999999999)",0.22499999999999998,0.6749999999999999,en,0,0,Hashim38017372,,,,,
1252997002461433857,Wed Apr 22 16:25:39 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DJIA | Dow Jones Industrial Average | MarketWatch

Market is doing very good.

Thanks.

Sam

Houston 

 https://t.co/fhVxSMMeAg",DJIA Dow Jones Industrial Average MarketWatch Market good Thanks Sam Houston https //t.co/fhVxSMMeAg,"Sentiment(polarity=0.25, subjectivity=0.39999999999999997)",0.25,0.39999999999999997,en,0,0,SamRupani2,False,,,,
1252985283106279425,Wed Apr 22 15:39:05 +0000 2020,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Dow Posts Solid Gains as Oil Prices Make Sharp Move Higher https://t.co/pRxortuM1H,Dow Posts Solid Gains Oil Prices Make Sharp Move Higher https //t.co/pRxortuM1H,"Sentiment(polarity=0.041666666666666664, subjectivity=0.45)",0.041666666666666664,0.45,en,0,0,GEnewsdata,False,,,,
1252976016781447170,Wed Apr 22 15:02:16 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The Dow Jones Industrial Average added 370 points, about 1.6%, after dropping more than 1,200 points to start the week.
The S&amp;P 500 rose 1.6%, and the Nasdaq Composite added 1.9%. The gains were broad, with all 11 sectors of the S&amp;P 500 rising.. https://t.co/p3HaETaFLx","The Dow Jones Industrial Average added 370 points 1.6 dropping 1,200 points start week The S amp P 500 rose 1.6 Nasdaq Composite added 1.9 The gains broad 11 sectors S amp P 500 rising.. https //t.co/p3HaETaFLx","Sentiment(polarity=0.1708333333333333, subjectivity=0.5541666666666666)",0.1708333333333333,0.5541666666666666,en,0,0,ubiquitymme,False,,,USA,
1252973306791280640,Wed Apr 22 14:51:30 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Dow Jones Industrial Average .DJI rose 418.46 points, or 1.82%, at the open to 23,437.34. The S&amp;P 500 .SPX opened higher by 51.33 points, or 1.88%, at 2,787.89. The Nasdaq Composite .IXIC gained 171.32 points, or 2.07%, to 8,434.55 at the opening bell.","The Dow Jones Industrial Average .DJI rose 418.46 points 1.82 open 23,437.34 The S amp P 500 .SPX opened higher 51.33 points 1.88 2,787.89 The Nasdaq Composite .IXIC gained 171.32 points 2.07 8,434.55 opening bell","Sentiment(polarity=0.175, subjectivity=0.5874999999999999)",0.175,0.5874999999999999,en,0,0,Hashim38017372,,,,,
1252972092947075073,Wed Apr 22 14:46:40 +0000 2020,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Dow up over 400 points. Here's what you need to know: https://t.co/XmbcL37Jwc,Dow 400 points Here 's need know https //t.co/XmbcL37Jwc,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,4,2,TheStreet,False,,,"New York, NY",
1252964115351470080,Wed Apr 22 14:14:58 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""In my view, the plunge in oil prices speaks to the decline of global growth as demand dries up,"" @DanRusso_CMT told The Street @TheStreet on Monday. Thanks for featuring us, @JosephPWoelfel! Read more here:  
https://t.co/MR2pBNgLsJ",`` In view plunge oil prices speaks decline global growth demand dries '' DanRusso_CMT told The Street TheStreet Monday Thanks featuring us JosephPWoelfel Read https //t.co/MR2pBNgLsJ,"Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1,en,3,1,chaikinanalytic,False,,"DanRusso_CMT, TheStreet, JosephPWoelfel","Philadelphia, PA",
1252960549186535425,Wed Apr 22 14:00:48 +0000 2020,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","CORONAVIRUS UPDATES: The Dow Jones industrial average rose more than 400 points as oil prices recovered and corporate earnings news gave investors a sense of the transformed economy.

 https://t.co/L6gedDHjCK",CORONAVIRUS UPDATES The Dow Jones industrial average rose 400 points oil prices recovered corporate earnings news gave investors sense transformed economy https //t.co/L6gedDHjCK,"Sentiment(polarity=0.15, subjectivity=0.44999999999999996)",0.15,0.44999999999999996,en,2,1,sfchronicle,False,,,"San Francisco, CA",
1252955939600084992,Wed Apr 22 13:42:29 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Stocks Rebound as Oil Prices Make Sharp Move Higher https://t.co/rIZHaeaGUO,Stocks Rebound Oil Prices Make Sharp Move Higher https //t.co/rIZHaeaGUO,"Sentiment(polarity=0.0625, subjectivity=0.625)",0.0625,0.625,en,0,0,mirandaok3334,False,,,,
1252954636291641344,Wed Apr 22 13:37:18 +0000 2020,"<a href=""http://www.google.com"" rel=""nofollow"">Wall St Solver Auto-Tweeter</a>","Stocks Rebound as Oil Prices Make Sharp Move Higher

📰 » https://t.co/njhkiFthwJ https://t.co/QVk6HAXT8E",Stocks Rebound Oil Prices Make Sharp Move Higher 📰 » https //t.co/njhkiFthwJ https //t.co/QVk6HAXT8E,"Sentiment(polarity=0.0625, subjectivity=0.625)",0.0625,0.625,en,0,0,wallstsolver,False,,,,
1252937655857434626,Wed Apr 22 12:29:50 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@realDonaldTrump We love you all... but ... like Bill O’Reilly says, you’re in your last leg anyways, it’s time to do your part and just get on the ice berg and let us push you off... for the sake of the Dow Jones Industrial Average ..",realDonaldTrump We love ... ... like Bill O ’ Reilly says ’ last leg anyways ’ time part get ice berg let us push ... sake Dow Jones Industrial Average ..,"Sentiment(polarity=0.11666666666666665, subjectivity=0.35555555555555557)",0.11666666666666665,0.35555555555555557,en,0,0,AugustWest61817,,,realDonaldTrump,,
id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1254319434518466561,Sun Apr 26 08:00:31 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Over 52K Americans are already dead from your mismanagement of the coronavirus pandemic. The American people are aware that you tried to cover up the outbreak in Seattle for the purpose of keeping the Dow Jones Industrial Average high in order to boost your re-election prospects.,Over 52K Americans already dead mismanagement coronavirus pandemic The American people aware tried cover outbreak Seattle purpose keeping Dow Jones Industrial Average high order boost re-election prospects,"Sentiment(polarity=0.012, subjectivity=0.31799999999999995)",0.012,0.31799999999999995,en,0,0,KevinKThompson,,,,"St. Louis, Missouri",
1254314373721608195,Sun Apr 26 07:40:25 +0000 2020,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","An Oral History of the Day Everything Changed https://t.co/OBnmykfO3B “The Dow Jones Industrial Average fell 1,465 points and officially entered bear territory; Capitol Hill faced its first confirmed Covid-19 case; the NCAA announced it would play its basketball tournament with…","An Oral History Day Everything Changed https //t.co/OBnmykfO3B “ The Dow Jones Industrial Average fell 1,465 points officially entered bear territory Capitol Hill faced first confirmed Covid-19 case NCAA announced would play basketball tournament with…","Sentiment(polarity=0.16666666666666666, subjectivity=0.5777777777777778)",0.16666666666666666,0.5777777777777778,en,0,0,katslefty,True,,,,
1254294928097710080,Sun Apr 26 06:23:09 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","On Tue, this week, Ben Brown published a newsletter titled, This is the end of Dow Jones Industrial Average, which many have missed. He wrote that on Monday the Dow dropped 1% whereas the Nasdaq 100 soared 1.4%. This level of divergence hasn't happened in Nasdaq's entire history. https://t.co/6SOoZMt13J",On Tue week Ben Brown published newsletter titled This end Dow Jones Industrial Average many missed He wrote Monday Dow dropped 1 whereas Nasdaq 100 soared 1.4 This level divergence n't happened Nasdaq 's entire history https //t.co/6SOoZMt13J,"Sentiment(polarity=0.11666666666666665, subjectivity=0.5083333333333333)",0.11666666666666665,0.5083333333333333,en,6,1,kushkatakia,False,,,India,
1254155884479098880,Sat Apr 25 21:10:38 +0000 2020,"<a href=""http://www.google.com"" rel=""nofollow"">StockTrackerBot</a>",The SPDR Dow Jones Industrial Average ETF (DIA) data is not available because the market is closed today.,The SPDR Dow Jones Industrial Average ETF DIA data available market closed today,"Sentiment(polarity=0.049999999999999996, subjectivity=0.3)",0.049999999999999996,0.3,en,0,0,MarketsTracker,,,,,
1254135087127572483,Sat Apr 25 19:48:00 +0000 2020,"<a href=""https://www.advisorepisodes.com"" rel=""nofollow"">Your Advisor</a>","This day in 2007 The Dow Jones industrial average topped 13,000 for the first time, ending the day at 13,089.89.","This day 2007 The Dow Jones industrial average topped 13,000 first time ending day 13,089.89","Sentiment(polarity=0.05, subjectivity=0.36666666666666664)",0.05,0.36666666666666664,en,0,0,advisorepisodes,,,,At Home,
1254117606472073217,Sat Apr 25 18:38:32 +0000 2020,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Stocks Finish Higher but Close Week With Losses https://t.co/KzquM5Q53F,Stocks Finish Higher Close Week With Losses https //t.co/KzquM5Q53F,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,en,0,0,WaIlstreetWire,False,,,,
1254100403328888835,Sat Apr 25 17:30:10 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","This day in 2007 The Dow Jones industrial average topped 13,000 for the first time, ending the day at 13,089.89.","This day 2007 The Dow Jones industrial average topped 13,000 first time ending day 13,089.89","Sentiment(polarity=0.05, subjectivity=0.36666666666666664)",0.05,0.36666666666666664,en,0,0,tcmwealth,,,,"Fairlawn, OH",
1254054968237178880,Sat Apr 25 14:29:38 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Today in 2007 the Dow Jones industrial average topped 13,000 for the first time, ending the day at 13,089.89","Today 2007 Dow Jones industrial average topped 13,000 first time ending day 13,089.89","Sentiment(polarity=0.05, subjectivity=0.36666666666666664)",0.05,0.36666666666666664,en,1,2,thepainterflynn,,,,Ireland,
1254043231958061058,Sat Apr 25 13:43:00 +0000 2020,"<a href=""https://www.advisorepisodes.com"" rel=""nofollow"">Your Advisor</a>","This day in 2007 The Dow Jones industrial average topped 13,000 for the first time, ending the day at 13,089.89.","This day 2007 The Dow Jones industrial average topped 13,000 first time ending day 13,089.89","Sentiment(polarity=0.05, subjectivity=0.36666666666666664)",0.05,0.36666666666666664,en,0,0,melissalgeorge,,,,"Atlanta, GA and beyond",
1253953673929068544,Sat Apr 25 07:47:07 +0000 2020,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",U.S. #stocks higher at close of trade; Dow Jones Industrial Average up 1.11% - https://t.co/VAqK2kzfFd,U.S. stocks higher close trade Dow Jones Industrial Average 1.11 https //t.co/VAqK2kzfFd,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,0,0,iNewsroom,False,stocks,,Worldwide,
1253946206956523520,Sat Apr 25 07:17:27 +0000 2020,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",#NavyCapital #barronsonline: Stocks made steady gains through Friday and closed with gains. President Donald Trump signed the latest coronavirus stimulus bill into law. https://t.co/D9oTl1lHSv,NavyCapital barronsonline Stocks made steady gains Friday closed gains President Donald Trump signed latest coronavirus stimulus bill law https //t.co/D9oTl1lHSv,"Sentiment(polarity=0.18888888888888888, subjectivity=0.5)",0.18888888888888888,0.5,en,0,0,navycapital,False,"NavyCapital, barronsonline",,,
1253890917951397888,Sat Apr 25 03:37:45 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""U.S. shares higher at close of trade; Dow Jones Industrial Average up 1.11%""

https://t.co/sLyBiFItJZ",`` U.S. shares higher close trade Dow Jones Industrial Average 1.11 '' https //t.co/sLyBiFItJZ,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,0,0,maxx_empire,False,,,,
1253885952814014464,Sat Apr 25 03:18:01 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","U.S. shares higher at close of trade; Dow Jones Industrial Average up 1.11% 

#ProfitMachine #Investing #DowJ  https://t.co/7VAYqGbSz1",U.S. shares higher close trade Dow Jones Industrial Average 1.11 ProfitMachine Investing DowJ https //t.co/7VAYqGbSz1,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,0,0,ProfitMachine,True,"ProfitMachine, Investing, DowJ",,New Delhi,
1253871713416359942,Sat Apr 25 02:21:26 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""For every 1,000 retweets of the [president’s] tweets, the [Dow Jones Industrial Average] index fell by about 43 points within the first 50 days of analysis...that also meant that his tweets were not addressing the issues properly, and there was a huge loss of confidence""

No duh https://t.co/x2czixYCX4","`` For every 1,000 retweets president ’ tweets Dow Jones Industrial Average index fell 43 points within first 50 days analysis ... also meant tweets addressing issues properly huge loss confidence '' No duh https //t.co/x2czixYCX4","Sentiment(polarity=0.16250000000000003, subjectivity=0.5583333333333333)",0.16250000000000003,0.5583333333333333,en,0,0,MichaelSwirsky1,False,,,"Bryan, TX",
1253847044424417282,Sat Apr 25 00:43:25 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","📊The Dow snapped a two-week winning streak despite closing higher on Friday, led by a Facebook-infused rally in tech stocks ahead of major tech earnings due next week.The Dow Jones Industrial Average rose 1.11%, the S&amp;P 500 rose 1.39%, while the Nasdaq Composite gained 1.65%. https://t.co/PtFLVK5BSs",📊The Dow snapped two-week winning streak despite closing higher Friday led Facebook-infused rally tech stocks ahead major tech earnings due next week.The Dow Jones Industrial Average rose 1.11 S amp P 500 rose 1.39 Nasdaq Composite gained 1.65 https //t.co/PtFLVK5BSs,"Sentiment(polarity=0.21718749999999998, subjectivity=0.553125)",0.21718749999999998,0.553125,en,0,0,MoneyTrendLLC1,False,,,"New Jersey, USA",
1253826573721051136,Fri Apr 24 23:22:04 +0000 2020,"<a href=""https://www.1jl4.com"" rel=""nofollow"">MEGNEW</a>","U.S. shares higher at close of trade; Dow Jones Industrial A.. 
investigcom - News - Noticia - Bitcoin - CryptoCurrency - Forex - @newstwiteafrica https://t.co/nleM4kL32s",U.S. shares higher close trade Dow Jones Industrial A.. investigcom News Noticia Bitcoin CryptoCurrency Forex newstwiteafrica https //t.co/nleM4kL32s,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,en,0,0,newstwiteafrica,False,,newstwiteafrica,Brasil,
1253820199758974982,Fri Apr 24 22:56:45 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The Dow Rose 260 Points Because Stocks Got a Booster Shot https://t.co/UWnp9Viok8,The Dow Rose 260 Points Because Stocks Got Booster Shot https //t.co/UWnp9Viok8,"Sentiment(polarity=0.6, subjectivity=0.95)",0.6,0.95,en,0,0,FletchTheTrader,False,,,Kent,
1253818463094628352,Fri Apr 24 22:49:51 +0000 2020,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",U.S. stocks higher at close of trade; Dow Jones Industrial Average up 1.11% By https://t.co/Ssq4zKgWTF https://t.co/HtW5Sw7Wxv https://t.co/LiqsvX2yRd,U.S. stocks higher close trade Dow Jones Industrial Average 1.11 By https //t.co/Ssq4zKgWTF https //t.co/HtW5Sw7Wxv https //t.co/LiqsvX2yRd,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,0,0,public_trading,False,,,"Kolkata, India",
1253816940197318656,Fri Apr 24 22:43:47 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",The Dow Jones Industrial Average posted modest gains of 260 points. Apple and Home Depot led the charge with significant gains. But Boeing suffered major losses today. It may have been after admitting that the 737 Max planes won't be fixed by the middle of the year. https://t.co/vO90uD93by,The Dow Jones Industrial Average posted modest gains 260 points Apple Home Depot led charge significant gains But Boeing suffered major losses today It may admitting 737 Max planes wo n't fixed middle year https //t.co/vO90uD93by,"Sentiment(polarity=0.08125, subjectivity=0.4791666666666667)",0.08125,0.4791666666666667,en,0,0,Bidnezz,False,,,San Francisco,
1253807757687427076,Fri Apr 24 22:07:18 +0000 2020,"<a href=""http://www.google.com"" rel=""nofollow"">Wall St Solver Auto-Tweeter</a>","The Dow Rose 260 Points Because Stocks Got a Booster Shot

📰 » https://t.co/EjqvPkEXP1 https://t.co/762z5ZdLny",The Dow Rose 260 Points Because Stocks Got Booster Shot 📰 » https //t.co/EjqvPkEXP1 https //t.co/762z5ZdLny,"Sentiment(polarity=0.6, subjectivity=0.95)",0.6,0.95,en,0,0,wallstsolver,False,,,,
1253803341756448774,Fri Apr 24 21:49:45 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Dow Jones Industrial Average closed 260.01 points higher, or 1.1%, at 23,775.27. The S&amp;P 500 gained 1.4% to close at 2,836.74 while the Nasdaq Composite advanced 1.7% to 8,634.52.  https://t.co/OdVLRyHcz7","The Dow Jones Industrial Average closed 260.01 points higher 1.1 23,775.27 The S amp P 500 gained 1.4 close 2,836.74 Nasdaq Composite advanced 1.7 8,634.52. https //t.co/OdVLRyHcz7","Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,en,0,0,EMiniSP360,False,,,usa,
1253801529594781698,Fri Apr 24 21:42:33 +0000 2020,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Stocks made steady gains through Friday and closed with gains. President Donald Trump signed the latest coronavirus stimulus bill into law. https://t.co/02XVZ8Ygg5,Stocks made steady gains Friday closed gains President Donald Trump signed latest coronavirus stimulus bill law https //t.co/02XVZ8Ygg5,"Sentiment(polarity=0.18888888888888888, subjectivity=0.5)",0.18888888888888888,0.5,en,2,3,barronsonline,False,,,"New York, NY",
1253798935308763137,Fri Apr 24 21:32:15 +0000 2020,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",U.S. shares higher at close of trade; Dow Jones Industrial Average up 1.11% https://t.co/AJS6KluLdr,U.S. shares higher close trade Dow Jones Industrial Average 1.11 https //t.co/AJS6KluLdr,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,0,0,ValenzuelaPost,False,,,"Toronto, Ontario",
1253798400774070273,Fri Apr 24 21:30:07 +0000 2020,"<a href=""http://www.forexpros.com/twitter_desc.php"" rel=""nofollow"">FP News Publisher - COM</a>",U.S. #stocks higher at close of trade; Dow Jones Industrial Average up 1.11% - https://t.co/TUB4Uxsg0W,U.S. stocks higher close trade Dow Jones Industrial Average 1.11 https //t.co/TUB4Uxsg0W,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,1,1,newsinvesting,False,stocks,,Global,
1253797257071255558,Fri Apr 24 21:25:35 +0000 2020,"<a href=""http://www.investing.com"" rel=""nofollow"">ForexPros News & Analysis</a>",U.S. stocks higher at close of trade; Dow Jones Industrial Average up 1.11% - https://t.co/N8YdAELZoO,U.S. stocks higher close trade Dow Jones Industrial Average 1.11 https //t.co/N8YdAELZoO,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,1,2,InvestingStockz,False,,,Worldwide,
1253793495669669888,Fri Apr 24 21:10:38 +0000 2020,"<a href=""http://www.google.com"" rel=""nofollow"">StockTrackerBot</a>","SPDR Dow Jones Industrial Average ETF (DIA) information for2020-04-24:
Opening: 236.6100
Closing: 237.8300
High: 238.3300
Low: 234.2000",SPDR Dow Jones Industrial Average ETF DIA information for2020-04-24 Opening 236.6100 Closing 237.8300 High 238.3300 Low 234.2000,"Sentiment(polarity=0.003333333333333336, subjectivity=0.41333333333333333)",0.003333333333333336,0.41333333333333333,en,0,0,MarketsTracker,,,,,
1253790343788552193,Fri Apr 24 20:58:06 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Stocks Finish Higher but Close Week With Losses https://t.co/mMUwe20JVv,Stocks Finish Higher Close Week With Losses https //t.co/mMUwe20JVv,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,en,0,0,arianaviases,False,,,"Edmonton, Alberta, Canada",
